gvkey,datadate,revt,pi,at,lt,teq,ipti,bct
015862,1991-12-31,2079709.0,42706.0,3316074.0,2912708.0,,1661492.0,1591613.0
015862,1992-12-31,1798331.0,50917.0,4009618.0,3234701.0,,1494310.0,1388563.0
015862,1993-12-31,2023208.0,92985.0,4817602.0,4016494.0,,1638355.0,1514828.0
015862,1994-12-31,2137610.0,105558.0,5430058.0,4616167.0,,1804221.0,1600700.0
015862,1995-12-31,2308389.0,130428.0,5968142.0,5109921.0,,1841008.0,1739857.0
015862,1996-12-31,2483360.0,121744.0,7025221.0,5877509.0,,1996890.0,1881380.0
015862,1997-12-31,2994818.0,104202.0,7743103.0,6595514.0,,2196055.0,2116134.0
015862,1998-12-31,3482097.0,118647.0,9718653.0,8511669.0,,2819559.0,2756368.0
015862,1999-12-31,3968972.0,135700.0,11415556.0,10077702.0,,3353968.0,3218155.0
015862,2000-12-31,6710538.0,183296.0,28611919.0,26123213.0,,5780482.0,5318262.0
015862,2001-12-31,9803913.0,267335.0,33295303.0,30832884.0,,8950655.0,8182288.0
015862,2002-12-31,6292.345,228.609,20012.999,18511.171,,5716.376,5264.472
015862,2003-12-31,8190.431,303.276,30166.62,27442.953,,7081.785,6948.23
015862,2004-12-31,10527.142,461.855,32939.312,30037.876,,9110.885,8821.253
015862,2005-12-31,9202.4,481.6,40095.8,34053.0,,7899.2,7206.9
015862,2006-12-31,9951.4,590.9,41649.6,35776.7,,8380.6,7826.9
015862,2007-12-31,9050.8,606.8,46199.2,40924.8,,7462.5,6768.0
015862,2008-12-31,8525.7,134.3,41501.2,37795.7,,7590.9,6558.1
015862,2009-12-31,10265.3,-973.2,45660.8,41834.6,,9420.4,9474.1
015862,2010-12-31,10621.6,170.2,51754.4,47733.6,4020.8,8798.1,8472.7
015862,2011-12-31,10365.3,-267.2,39577.8,36373.3,3204.5,8679.1,7843.3
015862,2012-12-31,14462.4,754.4,83108.8,76106.5,7002.3,11623.6,10368.9
015862,2013-12-31,20200.0,520.2,84304.3,76823.3,7481.0,16581.3,14308.5
015862,2014-12-31,21522.1,801.2,88627.3,80187.5,8439.8,17766.0,16024.8
015862,2015-12-31,18810.5,958.2,89773.3,81328.7,8444.6,15261.4,13635.7
015862,2016-12-31,16736.3,706.3,91896.9,83763.3,8133.6,13786.8,12094.4
015862,2017-12-31,14217.8,-179.0,89972.9,82519.9,7453.0,11262.9,9621.1
015862,2018-12-31,14155.5,1185.2,77580.8,71254.2,6326.6,11469.0,9463.2
015862,2019-12-31,16517.9,1287.3,76101.9,67797.3,8304.6,13262.5,11349.9
015862,2020-12-31,13916.7,1025.8,79406.5,69881.3,9525.2,11349.2,8844.3
015862,2021-12-31,14572.0,950.8,80258.5,70537.0,9721.5,11878.5,9809.2
015862,2022-12-31,14847.6,1108.5,74539.4,66877.1,7662.3,11365.6,8600.1
015862,2023-12-31,12552.0,1565.0,79458.0,69659.0,9799.0,10208.0,9801.0
015914,1989-12-31,2369039.0,89584.0,5149557.0,4255219.0,,1799770.0,1740538.0
015914,1990-12-31,2822888.0,106935.0,5866205.0,4913023.0,,2263974.0,2175694.0
015914,1991-12-31,3164625.0,113388.0,6744552.0,5552102.0,,2549193.0,2475701.0
015914,1992-12-31,3056442.0,86052.0,7529411.0,6038256.0,,2447539.0,2313646.0
015914,1993-12-31,3877603.0,118130.0,8474955.0,7072953.0,,3128356.0,2928540.0
015914,1994-12-31,3299133.0,162983.0,9385265.0,7761485.0,,2471580.0,2129991.0
015914,1995-12-31,3919916.0,178258.0,11717129.0,10042407.0,,2828711.0,2532704.0
015914,1996-12-31,4725255.0,164525.0,12913915.0,11165797.0,,3450391.0,3147235.0
015914,1997-12-31,5144729.0,186265.0,14259008.0,12479588.0,,3878386.0,3465599.0
015914,1998-12-31,6739948.0,193542.0,16912767.0,14910477.0,,5428760.0,5109030.0
015914,1999-12-31,7022478.0,282555.0,19428894.0,17295984.0,,5848006.0,5419046.0
015914,2000-12-31,3840.287,160.987,11105.807,9935.01,,3282.559,2917.055
015914,2001-12-31,4691.004,211.807,13621.311,12310.399,,4047.293,3688.651
015914,2002-12-31,8772.315,214.318,30123.582,27253.827,,7942.706,6417.635
015914,2003-12-31,9871.907,658.169,31396.429,28313.756,,8739.757,7160.657
015914,2004-12-31,10819.437,688.767,33014.164,29633.456,,9442.458,7954.121
015914,2005-12-31,10575.39,831.128,37980.152,33471.263,,9096.306,7497.78
015914,2006-12-31,11271.383,908.884,41223.372,36168.83,,9649.838,7833.827
015914,2007-12-31,13120.931,892.206,45979.914,40808.979,,11501.073,9359.735
015914,2008-12-31,12293.559,174.492,41635.067,37740.259,,11153.553,8965.047
015914,2009-12-31,14213.721,-525.135,45832.668,42122.017,,11888.742,11872.025
015914,2010-12-31,14803.04,-1007.725,42955.504,40405.399,2550.105,12585.297,12152.941
015914,2011-12-31,12484.733,-1457.635,41476.609,39919.901,1556.708,10527.344,10240.77
015914,2012-12-31,12036.418,-932.784,40385.537,37622.863,2762.674,9967.235,9357.554
015914,2013-12-31,11516.108,652.143,39875.255,36648.774,3226.481,9650.144,8379.217
015914,2014-12-31,19043.1,1141.9,68976.5,62341.6,6634.9,15960.6,14312.8
015914,2015-12-31,15938.1,1043.7,68724.0,62109.5,6614.5,13095.1,11584.7
015914,2016-12-31,13796.9,680.8,69248.4,62713.7,6534.7,11557.7,9974.5
015914,2017-12-31,12712.4,760.2,67750.4,61556.7,6193.7,10402.2,8836.0
015914,2018-12-31,13681.7,1203.5,66194.2,60497.2,5697.0,11005.4,8980.1
015914,2019-12-31,15938.3,873.2,73178.9,66025.9,7153.0,13262.5,11349.9
015914,2020-12-31,13762.4,1118.6,75424.5,67280.5,8144.0,11349.2,8844.3
015914,2021-12-31,14592.8,895.0,76459.3,68225.5,8233.8,11878.5,9809.2
015914,2022-12-31,13758.4,919.9,70211.0,64398.4,5812.6,11365.6,8600.1
015914,2023-12-31,12048.0,1019.0,75121.0,67814.0,7307.0,10208.0,9801.0
023595,1987-12-31,10487.985,67.168,25043.958,23613.965,,8649.967,7232.735
023595,1988-12-31,11477.205,171.294,26276.944,24725.177,,9507.665,7676.378
023595,1989-12-31,11451.17,129.538,28202.221,26586.747,,8758.36,7616.415
023595,1990-12-31,11902.463,157.732,32305.986,30066.798,,9234.728,7778.678
023595,1991-12-31,13538.3,144.452,34153.441,31848.277,,10617.96,8863.418
023595,1992-12-31,14182.5,171.305,37147.544,35037.868,,11473.289,9471.092
023595,1993-12-31,15647.862,230.13,42055.508,38684.332,,12434.533,10466.971
023595,1994-12-31,16831.067,200.119,45120.155,41641.161,,13086.53,11096.757
023595,1995-12-31,16369.693,139.965,48013.095,44491.042,,13238.18,10860.103
023595,1996-12-31,16554.759,162.179,50596.602,47071.641,,13068.817,10877.129
023595,1997-12-31,16832.669,196.29,52508.758,48848.27,,12936.585,10724.485
023595,1998-12-31,16869.334,215.868,52854.568,49122.089,,12809.27,10858.375
023595,1999-12-31,40498.779,827.043,138764.974,131790.378,,28864.016,25686.951
023595,2000-12-31,41369.324,503.207,160006.719,150067.721,,31937.313,29854.181
023595,2001-12-31,3140.286,45.347,12452.082,11766.118,,2435.363,2214.671
023595,2002-12-31,2923.145,35.279,13124.16,12515.56,,2405.61,2214.511
023595,2003-12-31,3260.027,68.313,15189.51,14540.123,,2778.558,2432.622
023595,2004-12-31,4141.397,120.824,18862.162,18002.001,,3301.692,2769.354
023595,2005-12-31,5097.218,190.332,22568.392,21434.717,,4000.429,3472.211
023595,2006-12-31,5136.162,238.487,24587.131,23257.347,,4129.666,3715.635
023595,2007-12-31,5201.96,340.255,25588.664,24056.441,,4106.377,3597.024
023595,2008-12-31,5033.579,90.218,25630.093,24171.317,,4730.372,3561.622
023595,2009-12-31,5588.538,82.329,27392.735,25827.952,,4770.158,4054.442
023595,2010-12-31,6089.987,152.804,28695.2,27158.56,1536.64,5140.847,4458.075
023595,2011-12-31,5440.406,-325.568,28567.658,27472.074,1095.584,5105.478,3992.058
023595,2012-12-31,5534.64,205.35,30037.224,28019.643,2017.581,4623.909,3758.545
023595,2013-12-31,5793.422,305.614,31068.634,28278.707,2789.927,4935.888,3955.268
023595,2014-12-31,6831.241,377.932,33038.153,29935.718,3102.435,5312.896,4383.662
023595,2015-12-31,7070.175,422.84,33078.355,29903.515,3174.84,5633.507,4607.567
023595,2016-12-31,5432.396,225.532,33639.16,30426.394,3212.766,4442.97,3385.566
023595,2017-12-31,5606.913,242.195,28743.885,25550.494,3193.391,4627.933,3558.65
023595,2018-12-31,5745.052,294.618,28503.801,25517.251,2986.55,4760.744,3626.642
023595,2019-12-31,5993.101,295.667,28728.409,25307.987,3420.422,4861.071,3657.078
023595,2020-12-31,6103.345,57.056,31907.957,28433.125,3474.832,5029.539,3694.579
023595,2021-12-31,7003.214,382.288,31547.783,28224.496,3323.287,5697.572,4104.204
023595,2022-12-31,7006.009,421.727,28196.153,26143.766,2052.387,5949.236,4095.842
211471,1997-12-31,1956.865,26.919,5741.74,5315.542,,1435.903,1382.621
211471,1998-12-31,2118.516,30.455,6628.561,6163.562,,1510.217,1471.489
211471,1999-12-31,1472.502,30.264,7171.198,6604.141,,1126.056,1127.611
211471,2000-12-31,1622.671,34.621,7507.485,6946.778,,1167.262,1180.187
211471,2001-12-31,1527.075,26.965,7616.665,7255.048,,1239.052,1246.318
211471,2002-12-31,1440.0,-94.0,7666.0,7387.0,,1342.0,1302.0
211471,2003-12-31,2047.0,39.0,8341.0,8027.0,,1740.0,1739.0
211471,2004-12-31,1982.0,30.0,8823.0,8494.0,,1642.0,1632.0
211471,2005-12-31,2286.178,57.317,6936.261,6545.845,,1934.307,1943.433
211471,2006-12-31,2369.784,59.322,8035.187,7591.982,,1825.725,1767.746
211471,2007-12-31,2350.39,113.07,8964.375,8433.829,,1779.403,1684.561
211471,2008-12-31,1478.137,173.119,8752.952,8114.265,,1755.763,1060.861
211471,2009-12-31,1952.096,160.946,10203.006,9442.456,,1780.418,1515.798
211471,2010-12-31,3376.465,164.983,11218.942,10321.52,897.422,2973.034,2731.219
211471,2011-12-31,2003.493,146.085,11121.91,10113.738,1008.172,1848.868,1562.11
211471,2012-12-31,2454.335,152.328,11626.607,10490.94,1135.667,1479.282,1588.686
211471,2013-12-31,1819.722,152.845,11482.291,10188.514,1293.777,1384.283,1198.084
211471,2014-12-31,1576.497,182.93,7423.626,5959.511,1464.115,1187.504,1139.831
211471,2015-12-31,1301.713,151.519,7615.508,6076.391,1539.117,1063.826,875.287
211471,2016-12-31,1293.027,149.543,7774.941,6132.059,1642.882,1037.141,842.276
211471,2017-12-31,1299.922,139.064,7940.447,6205.905,1734.542,1042.184,842.83
211471,2018-12-31,1280.074,141.878,8088.637,6306.941,1781.696,1081.942,832.783
211471,2019-12-31,1338.655,148.512,8266.206,6255.246,2010.96,1082.146,876.835
211471,2020-12-31,1328.913,140.12,8365.843,6247.726,2118.117,1122.911,870.112
211471,2021-12-31,1422.091,151.042,8876.109,6428.557,2447.552,1170.803,904.576
211471,2022-12-31,1390.602,147.581,8681.576,6405.655,2275.921,1264.305,867.098
200731,1996-12-31,24949.778,1024.918,75807.717,69382.577,,16495.784,14061.134
200731,1997-12-31,24928.608,750.276,80093.187,73329.591,,15807.089,13886.31
200731,1998-12-31,26727.805,784.136,86494.599,79415.109,,16498.096,14476.699
200731,1999-12-31,43387.937,595.257,130857.603,124576.255,,27786.212,26794.036
200731,2000-12-31,44132.561,455.349,138637.148,132457.362,,30685.032,26985.508
200731,2001-12-31,3463.965,21.084,10652.731,10196.864,,2403.56,2222.207
200731,2002-12-31,2916.405,23.356,11177.647,10767.1,,2580.412,2075.321
200731,2003-12-31,3560.6,50.528,12579.517,12246.106,,3006.702,2480.698
200731,2004-12-31,,125.992,14156.132,13711.03,,0.0,0.0
200731,2005-12-31,4949.078,240.336,19441.446,17382.114,,4240.872,3618.412
200731,2006-12-31,6081.559,320.967,22483.454,20200.246,,5038.678,4213.32
200731,2007-12-31,7396.565,437.296,26745.073,24129.51,,5941.693,5031.507
200731,2008-12-31,8257.826,540.797,33665.12,29526.33,,6961.605,5607.357
200731,2009-12-31,8415.535,441.246,36272.265,31643.692,,7242.279,5877.158
200731,2010-12-31,9257.905,507.789,39472.916,34443.269,5029.647,7860.366,6541.348
200731,2011-12-31,9355.155,559.008,39769.651,34720.008,5049.643,8122.817,6535.965
200731,2012-12-31,10525.071,587.407,42336.385,36584.518,5751.867,8996.81,7590.355
200731,2013-12-31,9947.124,355.137,41976.891,36956.796,5020.095,8479.051,7210.552
200731,2014-12-31,9686.897,518.366,44425.087,39141.66,5283.427,8353.742,6919.933
200731,2015-12-31,9388.858,172.098,45147.981,40090.178,5057.803,8180.535,6748.874
200731,2016-12-31,9429.51,406.734,50008.108,44296.851,5711.257,8191.256,6753.449
200731,2017-12-31,9805.114,442.549,51713.955,45670.006,6043.949,8509.562,6872.588
200731,2018-12-31,10120.79,485.429,51163.496,45327.8,5835.696,8729.362,6947.007
200731,2019-12-31,10733.806,521.569,50344.924,45154.231,5190.693,9317.929,7262.744
200731,2020-12-31,10292.574,345.862,50428.068,45142.302,5285.766,9336.585,7030.569
200731,2021-12-31,10829.341,511.333,52178.157,46580.209,5597.948,9705.633,7136.561
200731,2022-12-31,12199.459,562.422,49274.012,44839.828,4434.184,10910.888,7912.036
231496,1997-12-31,4348.527,978.854,59451.796,56513.555,,538.42,866.394
231496,1998-12-31,4649.96,268.054,63679.244,60630.801,,534.731,893.517
231496,1999-12-31,12276.047,531.477,99540.01,95689.799,,5167.653,5960.112
231496,2000-12-31,6600.538,198.683,52220.317,50271.373,,2867.002,3244.499
231496,2001-12-31,7003.736,-20.907,53141.041,51317.167,,3110.898,3302.279
231496,2002-12-31,6161.985,2.546,53932.584,52226.228,,2935.814,2882.174
231496,2003-12-31,6117.522,168.966,54501.555,52800.317,,2895.302,2806.115
231496,2004-12-31,5910.151,148.085,54730.792,52994.573,,2826.001,2673.793
231496,2005-12-31,5963.676,250.712,70959.156,68400.524,,2942.398,2800.15
231496,2006-12-31,7550.149,25.707,70114.289,67681.034,,3965.945,3912.949
231496,2007-12-31,5563.911,237.523,68131.376,65637.815,,3835.644,3821.53
231496,2008-12-31,5646.612,98.148,64462.388,62113.967,,3684.371,2791.921
231496,2009-12-31,6751.219,291.956,69538.664,66891.34,,3767.495,3727.865
231496,2010-12-31,7529.177,226.501,75987.959,73143.693,2844.266,3781.958,3943.842
231496,2011-12-31,8732.705,192.191,75359.329,72390.325,2969.004,3750.513,3462.158
231496,2012-12-31,9032.002,291.942,77192.912,73779.538,3413.374,3909.507,4117.261
231496,2013-12-31,8231.625,184.582,75042.514,71789.496,3253.018,3840.367,4264.099
231496,2014-12-31,8126.623,283.004,78536.059,74861.839,3674.22,3939.366,4426.904
231496,2015-12-31,7671.383,323.624,74086.581,70442.839,3643.742,3982.864,4284.179
231496,2016-12-31,7182.832,291.573,72275.638,68464.048,3811.59,3932.832,4080.138
231496,2017-12-31,6761.718,292.449,72018.169,68053.311,3964.858,3809.307,4030.41
231496,2018-12-31,6254.349,320.49,72039.241,67802.91,4236.331,4000.064,3553.735
231496,2019-12-31,7508.268,353.009,75743.509,70908.427,4835.082,4249.169,4650.478
231496,2020-12-31,7090.689,306.873,76487.642,71402.491,5085.151,4415.144,4455.443
231496,2021-12-31,7926.094,480.659,75212.926,70339.352,4873.574,4638.412,5149.702
231496,2022-12-31,5324.813,353.534,65502.5,61792.948,3709.552,4376.453,2691.962
231496,2023-12-31,5348.284,201.215,68680.752,63719.724,4961.028,3801.318,3679.56
220426,1997-12-31,30104.0,3209.0,193033.0,170825.0,,24208.0,19767.0
220426,1998-12-31,39115.0,1597.0,214651.0,191140.0,,25398.0,21553.0
220426,1999-12-31,38540.0,5160.0,221178.0,197395.0,,24836.0,21452.0
220426,2000-12-31,35839.0,3169.0,231363.0,208075.0,,24760.0,20194.0
220426,2001-12-31,38179.0,-215.0,231605.0,210885.0,,27250.0,24482.0
220426,2002-12-31,39950.0,-3577.0,285856.0,267844.0,,31367.0,28327.0
220426,2003-12-31,51270.0,3746.0,317876.0,297523.0,,39770.0,34345.0
220426,2004-12-31,59590.0,3786.0,346083.0,323056.0,,41804.0,35509.0
220426,2005-12-31,67188.0,5466.0,339612.0,316372.0,,40457.0,33475.0
220426,2006-12-31,65043.0,6733.0,373855.0,346799.0,,40509.0,31121.0
220426,2007-12-31,55046.0,7496.0,389344.0,360166.0,,33780.0,24335.0
220426,2008-12-31,32333.0,2664.0,327944.0,304163.0,,44107.0,35584.0
220426,2009-12-31,70277.0,4531.0,368914.0,337436.0,,47227.0,36794.0
220426,2010-12-31,67812.0,4868.0,375661.0,342340.0,33321.0,45509.0,35013.0
220426,2011-12-31,52978.0,4755.0,385869.0,351853.0,34016.0,42899.0,33533.0
220426,2012-12-31,70448.0,5462.0,409267.0,372406.0,36861.0,46755.0,34227.0
220426,2013-12-31,72046.0,5959.0,415053.0,380319.0,34734.0,47277.0,32708.0
220426,2014-12-31,71376.0,5845.0,406529.0,369699.0,36830.0,47843.0,33899.0
220426,2015-12-31,60010.0,3341.0,381972.0,349069.0,32903.0,42198.0,30819.0
220426,2016-12-31,66435.0,5322.0,382679.0,350206.0,32473.0,42166.0,30464.0
220426,2017-12-31,63353.0,5125.0,422065.0,387172.0,34893.0,41071.0,29234.0
220426,2018-12-31,47189.0,5111.0,395342.0,363540.0,31802.0,40866.0,27990.0
220426,2019-12-31,71148.0,6100.0,404688.0,368139.0,36549.0,40231.0,27818.0
220426,2020-12-31,58143.0,5395.0,439299.0,399453.0,39846.0,39835.0,27966.0
220426,2021-12-31,69767.0,7320.0,435826.0,396656.0,39170.0,42929.0,28889.0
220426,2022-12-31,42761.0,5962.0,377782.0,349869.0,27913.0,44435.0,28683.0
220426,2023-12-31,74563.0,6458.0,361382.0,335103.0,26279.0,56001.0,47291.0
