gvkey,datadate,revtq,piq,atq,ltq,teqq,iptiq,bctq
254578,2023-12-31,1416.65,444.0,13665.4,9783.3,3882.1,1112.8,564.9
270248,2001-12-31,,,974.1,888.1,,,
270248,2002-12-31,,,940.0,850.4,,,
270248,2003-03-31,57.964,-4.4785,,,,37.6485,53.412
270248,2003-06-30,57.964,-4.4785,,,,37.6485,53.412
270248,2003-09-30,59.0015,-3.201,987.58,908.841,,33.514,53.021
270248,2003-12-31,59.0015,-3.201,987.7,908.9,,33.514,53.021
270248,2003-12-31,,,,,,,
270248,2004-03-31,45.8155,-3.846,971.45,900.436,,24.426,43.031
270248,2004-03-31,42.239,-3.846,,,,24.426,43.031
270248,2004-06-30,45.8155,-3.846,,,,24.426,43.031
270248,2004-06-30,43.419,-3.4595,971.45,900.436,,35.935,40.8265
270248,2004-09-30,59.01,6.0445,1022.377,942.935,,21.964,46.7545
270248,2004-09-30,56.1865,6.0445,,,,21.964,46.7545
270248,2004-12-31,72.9035,4.7275,1023.368,949.416,,49.5835,61.9715
270248,2004-12-31,59.01,6.0445,,,,21.964,46.7545
270248,2005-03-31,64.6805,2.0915,1911.064,1812.975,,21.031,56.704
270248,2005-03-31,62.9535,2.0915,,,,21.031,56.704
270248,2005-06-30,64.6805,2.0915,1911.064,1812.975,,21.031,56.704
270248,2005-06-30,62.9535,2.0915,,,,21.031,56.704
270248,2005-09-30,115.457,8.1365,2076.296,1968.029,,23.46,99.3005
270248,2005-09-30,114.201,8.1365,,,,23.46,99.3005
270248,2005-12-31,115.457,8.1365,2076.296,1968.029,,23.46,99.3005
270248,2005-12-31,114.201,8.1365,,,,23.46,99.3005
270248,2006-03-31,56.07,5.295,2057.491,1949.533,,23.0255,43.2715
270248,2006-06-30,56.07,5.295,2057.491,1949.533,,23.0255,43.2715
270248,2006-09-30,90.5835,7.2285,2130.209,2015.954,,22.2775,78.419
270248,2006-12-31,90.5835,7.2285,2130.209,2015.954,,22.2775,78.419
270248,2007-03-31,75.6945,6.1975,2240.92,2124.964,,21.608,63.253
270248,2007-06-30,75.6945,6.1975,2240.92,2124.964,,21.608,63.253
270248,2007-09-30,34.882,7.6625,2040.897,1915.113,,20.811,21.6265
270248,2007-12-31,34.882,7.6625,2040.897,1915.113,,20.811,21.6265
270248,2008-03-31,-25.5245,4.9885,1861.406,1737.864,,19.702,-35.3265
270248,2008-06-30,-25.5245,4.9885,1861.406,1737.864,,19.702,-35.3265
270248,2008-09-30,-24.666,6.375,1679.564,1553.196,,18.8385,-36.41
270248,2008-12-31,-24.666,6.375,1679.564,1553.196,,18.8385,-36.41
270248,2009-03-31,33.991,5.6055,1643.886,1519.429,,18.2335,23.393
270248,2009-06-30,33.991,5.6055,1643.886,1519.429,,18.2335,23.393
270248,2009-09-30,193.863,16.765,2920.059,2760.291,,19.3205,178.876
270248,2009-12-31,193.863,16.765,2920.059,2760.291,,19.3205,178.876
270248,2010-03-31,40.34,5.989,2947.391,2790.595,156.796,20.0225,18.029
270248,2010-06-30,40.34,5.989,2947.391,2790.595,156.796,20.0225,18.029
270248,2010-09-30,187.39,11.095,4843.804,4640.535,203.269,19.605,170.233
270248,2010-12-31,187.39,11.095,4843.804,4640.535,203.269,19.605,170.233
270248,2011-03-31,51.045,1.905,4855.899,4659.625,196.274,22.659,28.5785
270248,2011-06-30,51.045,1.905,4855.899,4659.625,196.274,22.659,28.5785
270248,2011-09-30,-61.5875,9.3055,4491.954,4282.765,209.189,20.844,-87.1985
270248,2011-12-31,-61.5875,9.3055,4491.954,4282.765,209.189,20.844,-87.1985
270248,2012-03-31,101.011,2.24,4497.702,4294.799,202.903,20.6655,76.9685
270248,2012-06-30,101.011,2.24,4497.702,4294.799,202.903,20.6655,76.9685
270248,2012-09-30,149.6695,7.601,4650.621,4432.275,218.346,19.4265,122.631
270248,2012-12-31,149.6695,7.601,4650.621,4432.275,218.346,19.4265,122.631
270248,2013-03-31,161.657,10.905,4854.604,4630.298,224.306,18.9845,131.117
270248,2013-06-30,161.657,10.905,4854.604,4630.298,224.306,18.9845,131.117
270248,2013-09-30,208.3535,19.39,5236.708,4989.606,247.102,18.25,169.6875
270248,2013-12-31,208.3535,19.39,5236.708,4989.606,247.102,18.25,169.6875
270248,2014-03-31,143.6325,13.689,5246.117,4994.197,251.92,20.0025,107.761
270248,2014-06-30,143.6325,13.689,5246.117,4994.197,251.92,20.0025,107.761
270248,2014-09-30,153.169,0.7125,5338.046,5059.213,278.833,18.3665,134.282
270248,2014-12-31,153.169,0.7125,5338.046,5059.213,278.833,18.3665,134.282
270248,2015-03-31,130.887,15.199,5449.315,5162.635,286.68,17.149,101.7755
270248,2015-06-30,130.887,15.199,5449.315,5162.635,286.68,17.149,101.7755
270248,2015-09-30,18.9605,6.195,5367.802,5072.64,295.162,16.82,-4.474
270248,2015-12-31,18.9605,6.195,5367.802,5072.64,295.162,16.82,-4.474
270248,2016-03-31,92.6665,0.12,5642.693,5347.281,295.412,16.469,72.447
270248,2016-06-30,92.6665,0.12,5642.693,5347.281,295.412,16.469,72.447
270248,2016-09-30,242.0555,20.2225,6095.763,5702.202,393.561,15.806,198.287
270248,2016-12-31,242.0555,20.2225,6095.763,5702.202,393.561,15.806,198.287
270248,2017-03-31,186.9975,25.815,8311.759,7883.075,428.684,33.1845,144.549
270248,2017-06-30,186.9975,25.815,8311.759,7883.075,428.684,33.1845,144.549
270248,2017-09-30,232.92,18.986,8443.384,7991.728,451.656,55.4775,183.0355
270248,2017-12-31,232.92,18.986,8443.384,7991.728,451.656,55.4775,183.0355
270248,2018-03-31,163.5495,13.256,8286.543,7839.175,447.368,58.025,121.316
270248,2018-06-30,163.5495,13.256,8286.543,7839.175,447.368,58.025,121.316
270248,2018-09-30,-150.9565,0.25,7817.1,7371.484,445.616,51.665,-181.108
270248,2018-12-31,-150.9565,0.25,7817.1,7371.484,445.616,51.665,-181.108
270248,2019-03-31,445.3845,33.313,8355.489,7878.637,476.852,55.8395,384.6185
270248,2019-06-30,445.3845,33.313,8355.489,7878.637,476.852,55.8395,384.6185
270248,2019-09-30,276.625,14.74,8340.971,7865.48,475.491,56.2185,236.772
270248,2019-12-31,276.625,14.74,8340.971,7865.48,475.491,56.2185,236.772
270248,2020-03-31,-92.952,-4.5365,8204.684,7734.585,470.099,59.575,-122.328
270248,2020-06-30,-92.952,-4.5365,8204.684,7734.585,470.099,59.575,-122.328
270248,2020-09-30,411.2145,16.829,9065.496,8578.429,487.067,65.654,359.589
270248,2020-12-31,411.2145,16.829,9065.496,8578.429,487.067,65.654,359.589
270248,2021-03-31,411.088,10.4185,9221.133,8753.239,467.894,65.8405,373.629
270248,2021-06-30,411.088,10.4185,9221.133,8753.239,467.894,65.8405,373.629
270248,2021-09-30,340.6165,3.9875,9687.005,9228.838,458.167,32.242,310.555
270248,2021-12-31,340.6165,3.9875,9687.005,9228.838,458.167,32.242,310.555
270248,2022-03-31,46.336,-27.077,11363.672,10993.605,370.067,53.3365,40.5265
270248,2022-06-30,-655.349,-52.305,11363.672,10993.605,370.067,69.0145,-638.5015
270248,2022-06-30,46.336,-27.077,,,,53.3365,40.5265
270248,2022-09-30,121.1125,-21.145,11353.352,11020.235,333.117,67.3035,102.778
270248,2022-09-30,,,,,,,
270248,2022-12-31,121.1125,-21.145,11353.352,11020.235,333.117,67.3035,102.778
270248,2023-03-31,95.7615,7.9755,11697.76,11335.408,362.352,59.024,42.4225
270248,2023-06-30,95.7615,7.9755,11697.76,11335.408,362.352,59.024,42.4225
270248,2023-09-30,98.7885,-7.0755,12129.8,11769.9,359.9,54.976,45.3775
270248,2023-12-31,98.7885,-7.0755,12129.8,11769.9,359.9,54.976,45.3775
235656,2000-06-30,,,1785.789,1274.535,,,
235656,2000-12-31,,,1964.17,1410.582,,,
235656,2001-06-30,,,2105.822,1541.149,,,
235656,2001-12-31,,,2219.103,1636.178,,,
235656,2002-06-30,,,2369.094,1796.233,,,
235656,2002-12-31,,,2450.0,1896.0,,,
235656,2003-06-30,,,2467.0,1861.0,,,
235656,2003-12-31,,,2675.0,2050.0,,,
235656,2004-03-31,217.44,17.6715,2779.346,2160.636,,175.2295,104.054
235656,2004-06-30,217.44,17.6715,2779.346,2160.636,,175.2295,104.054
235656,2004-09-30,218.916,22.1435,3058.126,2428.28,,173.9745,99.295
235656,2004-12-31,218.916,22.1435,3058.126,2428.28,,173.9745,99.295
235656,2004-12-31,,,,,,,
235656,2005-12-31,,,3954.642,3056.454,,,
235656,2006-12-31,,,5197.676,4183.687,,,
235656,2007-12-31,,,6571.417,5389.844,,,
235656,2008-12-31,,,7102.172,5930.94,,,
235656,2009-12-31,,,6815.311,5725.976,,,
235656,2010-12-31,,,7636.592,6240.276,1396.316,,
235656,2011-12-31,,,7301.538,5658.782,1642.756,,
235656,2012-12-31,,,6082.282,4306.041,1776.241,,
235656,2013-03-31,377.437,46.615,,,1776.241,287.575,149.905
235656,2013-06-30,392.244,62.313,,,,281.587,155.732
235656,2013-09-30,355.069,40.342,,,,273.575,139.891
235656,2013-12-31,370.56,46.118,5993.019,4199.693,1793.326,409.216,130.735
235656,2014-03-31,375.802,53.151,6536.179,4694.737,1841.442,287.518,137.177
235656,2014-03-31,375.802,52.339,,,,287.518,137.236
235656,2014-06-30,363.368,46.657,6417.009,4749.993,1667.016,277.264,133.789
235656,2014-06-30,363.368,46.897,,,,277.264,133.757
235656,2014-09-30,355.069,50.257,6562.956,4853.41,1709.546,271.886,122.962
235656,2014-09-30,355.069,50.384,,,,271.886,122.954
235656,2014-12-31,378.214,36.219,6587.217,4863.053,1724.164,420.815,144.793
235656,2014-12-31,378.138,36.564,,,,420.815,144.78
235656,2015-03-31,396.994,56.066,7096.742,5277.289,1819.453,306.935,152.746
235656,2015-06-30,386.466,37.563,6961.751,5234.973,1726.778,296.102,156.403
235656,2015-09-30,341.028,46.697,6886.483,5164.646,1721.837,291.072,146.235
235656,2015-12-31,401.215,35.637,6882.53,5115.503,1767.027,417.376,149.96
235656,2016-03-31,371.72,31.719,6881.856,5084.098,1797.758,288.54,155.738
235656,2016-06-30,369.014,11.809,6975.398,5234.966,1740.432,277.2,194.329
235656,2016-09-30,360.991,-8.131,6866.027,5125.468,1740.559,275.766,186.449
235656,2016-12-31,338.14,54.781,7061.497,5300.83,1760.667,273.634,169.139
235656,2017-03-31,358.878,15.098,7377.071,5606.507,1770.564,282.162,163.153
235656,2017-06-30,354.688,23.501,7217.341,5467.85,1749.491,283.42,153.628
235656,2017-09-30,334.947,47.629,7254.756,5470.134,1784.622,271.599,116.907
235656,2017-12-31,345.777,52.477,7222.472,5419.889,1802.583,272.516,137.175
235656,2018-03-31,348.666,54.535,7166.833,5348.971,1817.862,278.417,110.444
235656,2018-06-30,350.328,37.037,7377.478,5586.322,1791.156,282.288,127.102
235656,2018-09-30,368.477,58.959,7295.049,5490.331,1804.718,292.172,135.719
235656,2018-12-31,341.138,36.287,7304.435,5497.835,1806.6,289.731,131.244
235656,2019-03-31,366.634,51.646,7447.105,5565.191,1881.914,299.029,119.038
235656,2019-06-30,380.0,58.014,7426.932,5611.901,1815.031,306.268,128.33
235656,2019-09-30,372.93,51.729,7465.547,5576.566,1888.981,312.598,143.406
235656,2019-12-31,383.629,40.764,7382.922,5458.181,1924.741,317.702,145.473
235656,2020-03-31,369.876,25.545,7542.501,5687.608,1854.893,301.175,166.198
235656,2020-06-30,358.166,18.814,7314.494,5398.101,1916.393,297.912,187.077
235656,2020-09-30,370.844,42.902,7408.781,5462.622,1946.159,298.093,163.28
235656,2020-12-31,368.766,40.347,7552.804,5554.229,1998.575,307.154,107.098
235656,2021-03-31,380.491,74.8,7745.057,5695.539,2049.518,312.05,92.022
235656,2021-06-30,398.681,86.859,7627.894,5631.372,1996.522,326.665,96.701
235656,2021-09-30,400.716,88.265,7784.312,5720.794,2063.518,330.736,55.832
235656,2021-12-31,401.588,41.461,8039.006,5897.656,2141.35,343.186,35.901
235656,2022-03-31,437.22,91.005,8441.343,6305.538,2135.805,361.347,104.347
235656,2022-03-31,361.24,75.787,,,,260.923,104.987
235656,2022-06-30,539.688,102.303,,,,472.233,9.461
235656,2022-06-30,457.612,101.801,8489.133,6562.313,1926.82,392.667,126.463
235656,2022-09-30,497.497,115.6,8591.037,6633.893,1957.144,398.127,117.452
235656,2022-09-30,624.623,76.088,,,,403.466,293.942
235656,2022-12-31,475.362,75.506,8450.613,6488.402,1962.211,375.323,128.517
235656,2023-03-31,398.466,82.109,7765.476,5662.877,2102.599,287.161,117.664
235656,2023-06-30,580.315,86.587,7718.432,5791.193,1927.239,515.952,200.808
235656,2023-12-31,433.9,79.6,7898.282,5845.344,2052.938,371.3,96.8
329320,2014-12-31,,,36.4439,22.0694,14.3745,,
329320,2015-12-31,,,55.4291,38.382,17.0471,,
329320,2016-12-31,,,72.6283,54.1116,18.5167,,
329320,2017-03-31,8.1242,0.2582,,,18.5167,7.7007,4.4047
329320,2017-06-30,8.1242,0.2582,,,,7.7007,4.4047
329320,2017-09-30,8.424,0.8009,94.2829,74.832,19.4509,8.0771,4.5885
329320,2017-12-31,8.424,0.8009,94.2829,74.832,19.4509,8.0771,4.5885
329320,2018-03-31,8.3287,0.0818,108.3614,89.0201,19.3413,8.6128,5.0455
329320,2018-06-30,8.3287,0.0818,108.3614,89.0201,19.3413,8.6128,5.0455
329320,2018-06-30,8.3287,0.0818,,,,8.6128,5.0455
329320,2018-09-30,9.0428,-2.134,155.3152,96.1467,59.1686,9.4172,5.058
329320,2018-09-30,,,,,,,
329320,2018-12-31,9.0428,-2.134,155.3152,96.1467,59.1686,9.4172,5.058
329320,2018-12-31,9.0428,-2.134,,,,9.4172,5.058
329320,2019-03-31,13.4828,-1.7975,177.5745,112.808,64.7665,12.838,7.7721
329320,2019-06-30,13.4828,-1.7975,177.5745,112.808,64.7665,12.838,7.7721
329320,2019-06-30,13.4828,-1.7975,,,,12.838,7.7721
329320,2019-09-30,15.7153,-0.8137,190.6035,126.1071,64.4964,14.3448,8.7031
329320,2019-12-31,15.7153,-0.8137,190.6035,126.1071,64.4964,14.3448,8.7031
329320,2019-12-31,15.7153,-0.8137,,,,14.3448,8.7031
329320,2020-03-31,11.2,-5.6,,,64.4964,14.0,9.2
329320,2020-06-30,15.3504,-0.3882,199.409,140.5451,58.8639,14.4016,7.9922
329320,2020-09-30,18.2687,-2.2972,250.6245,159.7703,90.8543,16.7473,11.1736
329320,2020-12-31,18.2687,-2.2972,250.6245,159.7703,90.8543,16.7473,11.1736
329320,2021-03-31,17.5,-0.1,252.0,161.1,90.9,17.0,10.7
329320,2021-06-30,20.8419,-0.8914,260.5642,171.1103,89.4538,17.3055,12.9281
329320,2021-09-30,30.4091,0.0834,284.0457,198.9483,85.0974,26.563,17.3311
329320,2021-12-31,30.4091,0.0834,284.0457,198.9483,85.0974,26.563,17.3311
329320,2022-03-31,32.6206,2.8248,308.8366,237.2055,71.631,30.1587,29.2542
329320,2022-06-30,31.1824,0.9457,308.8366,237.2055,71.631,29.3502,20.7817
329320,2022-06-30,32.6206,2.8248,,,,30.1587,29.2542
329320,2022-09-30,28.5377,-0.1122,338.6169,271.3915,67.2254,29.1748,20.0454
329320,2022-09-30,,,,,,,
329320,2022-12-31,28.5377,-0.1122,338.6169,271.3915,67.2254,29.1748,20.0454
329320,2023-03-31,32.471,0.8559,265.5485,173.1316,92.4169,32.4329,31.0574
329320,2023-06-30,32.471,0.8559,265.5485,173.1316,92.4169,32.4329,31.0574
268159,2009-12-31,,,13185.8,9605.2,,,
268159,2010-12-31,,,13816.9,10334.8,3482.1,,
268159,2011-03-31,1254.2,93.75,,,3482.1,1120.2,850.2
268159,2011-06-30,1256.1,93.75,,,,1120.2,850.2
268159,2011-09-30,1182.8,107.7,,,,1035.9,735.3
268159,2011-12-31,1780.0,47.7,13770.1,9898.8,3871.3,976.7,531.8
268159,2012-03-31,1081.5,64.1,,,3871.3,939.3,648.0
268159,2012-06-30,1323.0,42.4,13210.3,10046.1,3164.2,930.9,576.1
268159,2012-09-30,1041.3,82.4,,,,932.7,590.2
268159,2012-12-31,1020.2,60.2,12697.9,9866.3,2831.6,919.1,610.0
268159,2013-03-31,981.3,94.3,,,2831.6,886.1,564.1
268159,2013-06-30,1207.7,114.5,12168.2,9375.4,2792.8,887.5,501.1
268159,2013-09-30,988.5,124.2,,,,881.1,547.7
268159,2013-12-31,954.5,90.9,11787.8,8997.8,2790.0,868.6,541.4
268159,2014-03-31,835.55,105.85,11552.4,8757.0,2795.4,752.0,450.25
268159,2014-06-30,835.55,105.85,11552.4,8757.0,2795.4,752.0,450.25
268159,2014-09-30,0.0,0.0,11225.6,8415.1,2810.5,,
268159,2014-12-31,0.0,0.0,11225.6,8415.1,2810.5,,
268159,2015-03-31,805.1,157.5,10241.4,7247.7,2993.7,720.25,371.85
268159,2015-06-30,805.1,157.5,10241.4,7247.7,2993.7,720.25,371.85
268159,2015-09-30,817.7,96.25,9956.6,7326.6,2630.0,740.2,461.6
268159,2015-12-31,817.7,96.25,9956.6,7326.6,2630.0,740.2,461.6
268159,2016-03-31,827.7,149.25,10112.1,7443.3,2668.8,739.95,384.15
268159,2016-06-30,827.55,149.25,10112.1,7443.3,2668.8,739.95,384.15
268159,2016-09-30,840.75,27.25,10121.7,7600.2,2521.5,760.35,517.75
268159,2016-12-31,840.75,27.25,10121.7,7600.2,2521.5,760.35,517.75
268159,2017-03-31,864.5,170.7,9953.4,7298.9,2654.5,773.75,423.7
268159,2017-06-30,864.5,170.7,9953.4,7298.9,2654.5,773.75,423.7
268159,2017-09-30,876.85,98.8,9948.2,6886.6,3061.6,793.75,453.4
268159,2017-12-31,877.8,98.8,9948.2,6886.6,3061.6,793.75,453.4
268159,2018-03-31,866.2,146.4,9527.8,6699.2,2828.6,779.8,484.1
268159,2018-06-30,867.4,146.9,9527.8,6699.2,2828.6,779.8,484.3
268159,2018-06-30,866.2,146.4,,,,779.8,484.1
268159,2018-09-30,843.7,143.85,9535.4,6630.7,2904.7,764.95,471.4
268159,2018-09-30,,,,,,,
268159,2018-12-31,843.7,144.4,9386.1,6466.5,2919.6,764.95,471.6
268159,2018-12-31,843.7,143.85,,,,764.95,471.4
268159,2019-03-31,823.55,130.65,9430.4,6553.6,2876.8,741.3,459.2
268159,2019-06-30,823.55,130.65,9430.4,6553.6,2876.8,741.3,459.2
268159,2019-09-30,829.05,124.2,9434.2,6444.1,2990.1,751.15,464.6
268159,2019-12-31,829.05,124.2,9434.2,6444.1,2990.1,751.15,464.6
268159,2020-03-31,804.05,118.2,9571.8,6468.8,3103.0,737.2,434.5
268159,2020-06-30,804.05,118.2,9571.8,6468.8,3103.0,737.2,434.5
268159,2020-09-30,810.8,107.5,9622.3,6576.1,3046.2,743.05,422.3
268159,2020-12-31,810.8,107.5,9622.3,6576.1,3046.2,743.05,422.3
268159,2021-03-31,795.2,130.65,9309.5,6356.7,2952.8,727.8,378.55
268159,2021-06-30,795.2,130.65,9309.5,6356.7,2952.8,727.8,378.55
268159,2021-09-30,812.9,92.35,9308.6,6411.9,2896.7,750.9,480.8
268159,2021-12-31,812.9,92.35,9308.6,6411.9,2896.7,750.9,480.8
268159,2022-03-31,731.45,-5.55,8709.8,6098.1,2611.7,805.0,678.0
268159,2022-06-30,799.8,89.05,8709.8,6098.1,2611.7,736.0,478.9
268159,2022-06-30,731.45,-5.55,,,,805.0,678.0
268159,2022-09-30,,,,,,,
268159,2022-09-30,759.45,-145.35,7423.7,5231.9,2191.8,726.7,846.55
268159,2022-12-31,805.1,-111.6,8354.6,6074.1,2280.5,747.25,638.4
268159,2022-12-31,759.45,-145.35,,,,726.7,846.55
268159,2023-03-31,830.3,-38.15,7488.8,5357.2,2131.6,801.55,816.9
268159,2023-06-30,830.3,-38.15,7488.8,5357.2,2131.6,801.55,816.9
268159,2023-09-30,856.6,176.85,8417.2,6012.5,2404.7,764.2,874.55
268159,2023-12-31,856.6,176.85,8417.2,6012.5,2404.7,764.2,874.55
296398,2007-12-31,,,7.765,5.062,,,
296398,2008-12-31,,,9.939,6.191,,,
296398,2009-03-31,3.553,1.2185,,,,,
296398,2009-06-30,3.553,1.2185,,,,,
296398,2009-09-30,4.4045,1.535,10.818,7.992,,,
296398,2009-12-31,4.4045,1.535,10.818,7.992,,,
296398,2010-03-31,4.497,1.493,,,2.826,,
296398,2010-06-30,4.909,1.314,13.048,7.89,5.158,,
296398,2010-09-30,4.665,2.86,,,,,
296398,2010-12-31,10.013,2.074,27.24,13.163,14.077,,
296398,2011-03-31,7.32,2.435,31.007,14.847,16.16,,
296398,2011-06-30,8.005,1.523,33.277,18.902,14.375,,
296398,2011-09-30,8.372,2.492,33.29,16.66,16.63,,
296398,2011-09-30,8.372,2.492,,,,,
296398,2011-12-31,11.124,3.389,39.571,20.614,18.957,,
296398,2011-12-31,11.124,3.391,,,,,
296398,2012-03-31,8.566,2.026,41.359,20.454,20.905,,
296398,2012-06-30,9.8574,1.945,50.457,27.164,23.293,,
296398,2012-09-30,10.86,2.301,51.395,26.3,25.095,,
296398,2012-12-31,16.908,3.199,60.52,33.708,26.812,,
296398,2013-03-31,12.066,2.153,65.484,36.909,28.575,,
296398,2013-06-30,11.387,1.51,66.2,40.375,25.825,,
296398,2013-09-30,11.297,2.363,66.716,38.793,27.923,,
296398,2013-12-31,14.845,5.135,75.704,43.346,32.358,,
296398,2014-03-31,12.114,2.429,76.783,42.117,34.666,,
296398,2014-06-30,14.074,2.819,80.425,49.091,31.334,,
296398,2014-09-30,14.509,3.672,78.715,44.109,34.606,,
296398,2014-12-31,21.121,7.851,110.613,69.646,40.967,,
296398,2015-03-31,20.601,6.063,101.111,55.067,46.044,,
296398,2015-06-30,24.134,7.068,108.065,70.488,37.577,,
296398,2015-09-30,21.577,5.78,101.333,58.917,42.416,,
296398,2015-12-31,25.395,7.218,119.288,70.966,48.322,,
296398,2016-03-31,23.181,7.085,122.873,68.448,54.425,,
296398,2016-06-30,23.619,5.825,142.842,98.021,44.821,,
296398,2016-09-30,19.62,5.48,119.634,69.851,49.783,,
296398,2016-09-30,,,,,,,
296398,2016-12-31,22.506,6.712,122.044,66.494,55.55,,
296398,2017-03-31,23.421,6.97,126.12,71.757,54.363,,
296398,2017-06-30,19.123,1.002,160.293,113.453,46.84,,
296398,2017-06-30,,,,,,,
296398,2017-09-30,25.217,5.123,175.953,133.24,42.713,,
296398,2017-09-30,25.217,5.122,,,,,
296398,2017-12-31,30.532,4.92,180.933,133.945,46.988,,
296398,2017-12-31,30.532,4.92,,,,,
296398,2018-03-31,23.006,2.513,177.584,129.181,48.403,,
296398,2018-03-31,23.006,2.513,,,,,
296398,2018-06-30,24.754,4.8,194.178,142.241,51.937,,
296398,2018-09-30,20.733,2.934,192.159,137.884,54.275,,
296398,2018-12-31,18.878,5.92,184.282,140.978,43.304,,
296398,2018-12-31,15.391,0.425,,,,,
296398,2019-03-31,19.83,1.732,188.749,144.507,44.242,,
296398,2019-06-30,20.006,2.44,190.254,144.292,45.962,,
296398,2019-09-30,23.603,2.833,190.82,142.319,48.501,,
296398,2019-12-31,18.131,2.069,185.001,139.402,45.599,,
296398,2020-03-31,17.234,1.741,188.008,141.107,46.901,,
296398,2020-06-30,16.736,2.803,191.419,142.528,48.891,,
296398,2020-09-30,14.943,1.028,189.41,139.766,49.644,,
296398,2020-09-30,15.828,1.026,,,,,
296398,2020-12-31,16.289,3.217,196.764,141.07,55.694,,
296398,2021-03-31,13.953,1.598,195.716,138.737,56.979,,
296398,2021-06-30,13.471,2.21,191.241,132.997,58.244,,
296398,2021-09-30,12.354,1.419,192.808,132.799,60.009,,
296398,2021-12-31,9.946,-25.657,161.558,126.231,35.327,,
296398,2022-03-31,8.269,0.809,163.641,128.025,35.616,,
296398,2022-06-30,8.593,0.756,163.966,128.983,34.983,,
296398,2022-09-30,5.949,-1.558,160.58,127.261,33.319,,
296398,2022-12-31,5.92,-107.091,32.131,112.207,-80.076,,
296398,2023-03-31,3.533,0.004,31.872,114.428,-82.556,,
296398,2023-06-30,4.95,0.295,25.656,112.755,-87.099,,
296398,2023-09-30,5.505,0.246,26.428,113.4,-86.972,,
021409,2001-06-30,,,784.092,609.319,,,
021409,2002-06-30,,,957.522,743.834,,,
021409,2003-06-30,,,957.522,743.834,,,
021409,2003-12-31,,,1250.201,942.236,,,
021409,2004-06-30,,,1353.666,997.338,,,
021409,2004-12-31,,,1460.063,1068.589,,,
021409,2005-06-30,,,1472.527,1051.377,,,
021409,2005-12-31,,,1564.412,1078.939,,,
021409,2006-06-30,,,1670.251,1210.31,,,
021409,2006-12-31,,,1686.597,1179.679,,,
021409,2007-03-31,101.049,24.874,1531.605,1201.391,,87.798,61.3885
021409,2007-06-30,101.049,24.874,1531.605,1201.391,,87.798,61.3885
021409,2007-06-30,87.7185,24.874,,,,87.798,61.3885
021409,2007-09-30,73.757,56.21,1387.065,994.864,,87.3625,4.325
021409,2007-09-30,,,,,,,
021409,2007-12-31,73.757,56.21,1387.065,994.864,,87.3625,4.325
021409,2007-12-31,61.1235,56.21,,,,87.3625,4.325
021409,2008-03-31,78.8015,-2.607,1358.85,990.973,,86.9265,65.293
021409,2008-06-30,78.8015,-2.607,1358.85,990.973,,86.9265,65.293
021409,2008-09-30,108.649,-16.6965,1277.8,1035.316,,84.611,70.3095
021409,2008-12-31,108.649,-16.6965,1277.8,1035.316,,84.611,70.3095
021409,2009-03-31,95.0665,-10.884,1266.661,1046.824,,80.157,67.544
021409,2009-06-30,95.0665,-10.884,1266.661,1046.824,,80.157,67.544
021409,2009-09-30,101.88,-6.438,1255.82,1058.359,,77.145,64.202
021409,2009-12-31,101.88,-6.438,1255.82,1058.359,,77.145,64.202
021409,2010-03-31,84.4595,-3.93,1241.978,1058.695,183.283,74.784,62.1995
021409,2010-06-30,84.4595,-3.93,1241.978,1058.695,183.283,74.784,62.1995
021409,2010-09-30,91.571,2.3885,1225.551,1038.452,187.099,76.486,54.9345
021409,2010-12-31,91.571,2.3885,1225.551,1038.452,187.099,76.486,54.9345
021409,2011-03-31,80.7525,10.9185,1184.612,986.132,198.48,74.89,51.6035
021409,2011-06-30,80.7525,10.9185,1184.612,986.132,198.48,74.89,51.6035
021409,2011-09-30,0.0,0.0,1056.538,843.225,213.313,,
021409,2011-12-31,0.0,0.0,1056.538,843.225,213.313,,
021409,2012-03-31,81.0085,10.923,1054.517,829.347,225.17,75.3305,50.4705
021409,2012-06-30,81.0385,11.0925,1054.517,829.347,225.17,75.428,50.4705
021409,2012-06-30,81.0085,10.923,,,,75.3305,50.4705
021409,2012-09-30,0.0,0.0,1067.105,822.446,244.659,,
021409,2012-12-31,0.0,0.0,1067.105,822.446,244.659,,
021409,2012-12-31,,,,,,,
021409,2013-03-31,81.637,9.5455,1065.87,813.442,252.428,73.1645,50.3075
021409,2013-06-30,81.637,9.5455,1065.87,813.442,252.428,73.1645,50.3075
021409,2013-09-30,87.261,16.182,1091.8,811.2,280.6,75.029,50.3035
021409,2013-12-31,87.261,16.182,1091.8,811.2,280.6,75.029,50.3035
021409,2014-03-31,84.3755,2.018,1122.61,854.191,268.419,74.2035,58.585
021409,2014-06-30,84.3755,1.638,1122.61,854.191,268.419,74.2035,58.965
021409,2014-06-30,84.3755,2.018,,,,74.2035,58.585
021409,2014-09-30,82.159,-3.9015,1152.228,910.24,241.988,77.5185,71.47
021409,2014-09-30,,,,,,,
021409,2014-12-31,82.159,-3.9015,1152.228,910.24,241.988,77.5185,71.47
021409,2014-12-31,,,,,,,
021409,2015-03-31,83.431,-48.495,1186.333,1005.565,180.768,77.211,105.6225
021409,2015-06-30,83.431,-48.495,1186.333,1005.565,180.768,77.211,105.6225
